,Unnamed: 0,original,pre_processed_text,time_parsed,sentiments,predictions
278,278," @Natasha Mirian  A good investment requires experience and knowledge to carry out a successful operation. Professionally, it is recommended to trade with experienced brokers, who can help you increase your profits while helping you learn the trade","alaska marian a good investment requires experience and knowledge to carry out a successful operation. professionally, it is recommended to trade with experienced brokers, who can help you increase your profit while helping you learn the trade",1685090920.025681,Positive,miscellaneous
279,279,"Well I invest with a top trader Investor Ashton Edwards you might have heard of him.. I can correctly say he's the best top trader in the world, an investment advisor as his diversification skills are great, I say this because i see that in his results as my portfolio grows by averages of 25% to 35% on a weekly basis, unlike i can say for my IRA which has just been trudging along. my portfolio just mirrors what he place and not just on some particular industries of my choosing. He gave me that financial freedom I needed","well i invest with a top trader investor ashton edward you might have heard of him. i can correctly say he is the best top trader in the world, an investment advisor a his diversification skill are great, i say this because i see that in his result a my portfolio grows by average of 25% to 35% on a weekly basis, unlike i can say for my ira which ha just been trading along. my portfolio just mirror what he place and not just on some particular industry of my choosing. he gave me that financial freedom i needed",1685177320.026794,Positive,miscellaneous
280,280, @Natasha Mirian  Honestly I really need help with learning how to trade. Seeing my portfolio low makes me very sad. Please do you mind sharing any means of reaching out to him easily?,alaska marian honestly i really need help with learning how to trade. seeing my portfolio low make me very sad. please do you mind sharing any mean of reaching out to him easily,1685177320.027953,Negative,miscellaneous
281,281," @Filippe Abreu  Investor Ashton Edwards. He's well researched. Just look him up on the internet, you'll find his personal website","slipped are investor ashton edwards. he is well researched. just look him up on the internet, you will find his personal website",1685177320.029089,Positive,miscellaneous
282,282,"With the trading market constantly with new features, trading opportunities, financial swings  and big sudden surprises around the corner opting for the help of an expert trader is usually not a bad idea.","with the trading market constantly with new features, trading opportunities, financial swing and big sudden surprise around the corner opting for the help of an expert trader is usually not a bad idea.",1685177320.030245,Positive,miscellaneous
283,283,"Honestly I've pretty much-done intraday trading before with a bunch of indicators and I got fed up because of poor performances. Until i got to meet with this broker who has been mentioned here  Investor Ashton Edwards at a crypto seminar, I started working with him because he was honest and fairly straightforward.  I owe my success to him because I have been able to accumulate 10.6btc despite the state of the market.","honestly i have pretty much done intraday trading before with a bunch of indicator and i got fed up because of poor performances. until i got to meet with this broker who ha been mentioned here investor ashton edward at a crypto seminar, i started working with him because he wa honest and fairly straightforward. i owe my success to him because i have been able to accumulate 10.6utc despite the state of the market.",1685177320.031375,Positive,miscellaneous
284,284,He's using the app Zero on android.,he is using the app zero on android.,1685090920.202443,Neutral,miscellaneous
285,285,"I've been doing IF for the last month, weight loss being my goal. Have lost 8kg (17.6 lbs) so far and, if my scale is to be trusted, almost all from fat. However, after week 1 something wasn't working, I was doing 18/6 and having my eating window later in the day and I already hit a plateau! But I found a video on YT about how moving your first meal earlier in the day was better in order get all the benefits of lower insulin during the fasting window. The video explained how our bodies naturally have an insulin spike in the morning caused by cortisol release. This spike can't be avoided because this cortisol is released following our Circadian Rhythm, sunrise, to wake up and start the day. This might explain why you felt the energy in the morning and crashed afterwards? 

Anyway, IF won't work for everyone and not everyone needs it. But whoever wants to attempt it, I'd definitely recommend starting slow and checking plenty of info beforehand. I find the best combination for me so far has been: 16-18 fasting window (depends on working hours), eating window early in the day and last meal always before 5-6pm + eating mostly Keto. Once or twice a week I eat more carbs & calories to avoid my metabolism adapting and in terms of exercise I walk, walk, walk.","i have been doing if for the last month, weight loss being my goal. have lost 8kg (17.6 lbs) so far and, if my scale is to be trusted, almost all from fat. however, after week 1 something wa not working, i wa doing 18 6 and having my eating window later in the day and i already hit a plateau! but i found a video on yt about how moving your first meal earlier in the day wa better in order get all the benefit of lower insulin during the fasting window. the video explained how our body naturally have an insulin spike in the morning caused by cortical release. this spike cannot be avoided because this cortical is released following our circadian rhythm, sunrise, to wake up and start the day. this might explain why you felt the energy in the morning and crashed afterwards anyway, if will not work for everyone and not everyone need it. but whoever want to attempt it, i would definitely recommend starting slow and checking plenty of info beforehand. i find the best combination for me so far ha been: 16 18 fasting window (depends on working hours), eating window early in the day and last meal always before 5 6pm + eating mostly veto. once or twice a week i eat more car & calorie to avoid my metabolism adapting and in term of exercise i walk, walk, walk.",1685004520.490417,Positive,miscellaneous
286,286,"Really nice to hear Peter’s perspective, a nice reminder amongst all the hardcore go hungry and earn food approach. I feel like there is a lot of lean people trying intermittent fasting potentially with eds and I don’t think that’s healthy, I agree caloric intake is the main issue and protein intake","really nice to hear peter s perspective, a nice reminder amongst all the hardcore go hungry and earn food approach. i feel like there is a lot of lean people trying intermittent fasting potentially with ed and i don t think that s healthy, i agree calorie intake is the main issue and protein intake",1685004520.491732,Neutral,miscellaneous
287,287,Seen so many of these videos where people change the process to suit themselves. Also the ones who see the least results compared to the ones that just suck it up.,seen so many of these video where people change the process to suit themselves. also the one who see the least result compared to the one that just suck it up.,1685004520.492853,Negative,miscellaneous
288,288,"Hey Matt, WION is not a reliable source of information. The editor-in-chief is Sudhir Chaudhary, who let's just say doesn't have a reputation for being honest. https://en.wikipedia.org/wiki/Sudhir_Chaudhary_(journalist)#:~:text=B%20%26%20W).-,Lawsuits,-Jindal%20extortion%20case","hey matt, won is not a reliable source of information. the editor in chief is sushi chaudhary, who let u just say doe not have a reputation for being honest. https: en.wikipedia.org wiki sushi chaudhary (journalist) : ext b%20%26%20w). ,lawsuits, final%20extortion%20case",1685004520.494052,Negative,miscellaneous
289,289,Of course skipping a few meals would be portrayed as dangerous in the media of first world countries lol. Likely more about the effects on the food industry than my body.,of course skipping a few meal would be portrayed a dangerous in the medium of first world country lol. likely more about the effect on the food industry than my body.,1685004520.495153,Negative,miscellaneous
290,290,"it's sugar, people eat like shit, try this and feel a difference not knowing they eat crap on the daily","it is sugar, people eat like shit, try this and feel a difference not knowing they eat crap on the daily",1685004520.496287,Negative,miscellaneous
291,291,"Man, the great benefit of this type of habit for me is the fact that you still can drink coffee, but with no sugar.","man, the great benefit of this type of habit for me is the fact that you still can drink coffee, but with no sugar.",1685004520.497459,Positive,miscellaneous
292,292,Keep it simple: Don't eat too late in the evening (within 3 hours of bedtime) and allow 12 hours or more between your last meal and breakfast. No need to obsess about the eating window (as i used to do).,keep it simple: do not eat too late in the evening (within 3 hour of bedside) and allow 12 hour or more between your last meal and breakfast. no need to ass about the eating window (as i used to do).,1685004520.498611,Neutral,miscellaneous
293,293,"as an active female in her 20s, I loosely intermittent fast 12-13 hours a day to help with sleep. I do not care so much in the AM what time I begin eating but it is usually around 7:30-8:30 BUT I have noticed my sleep quality increase as I aim to stop eating between 7:00-7:30 PM and I feel tired around 9:30-10:00 PM. I used to ALWAYS snack at night as I used to be a D1 cross country runner but I realized if I am that hungry at night I did not eat enough during the day. I would be careful of fasting more than 12-13 hours if you are a female under 40 as progesterone is a sensitive hormone BUT Dr. Furhman has incredible info about this. Over all this has been better for my sleep (:","a an active female in her 20s, i loosely intermittent fast 12 13 hour a day to help with sleep. i do not care so much in the am what time i begin eating but it is usually around 80 but i have noticed my sleep quality increase a i aim to stop eating between 70 pm and i feel tired around 90 100 pm. i used to always snack at night a i used to be a d1 cross country runner but i realized if i am that hungry at night i did not eat enough during the day. i would be careful of fasting more than 12 13 hour if you are a female under 40 a progesterone is a sensitive hormone but dr. foreman ha incredible info about this. over all this ha been better for my sleep (:",1685004520.499776,Neutral,miscellaneous
294,294,That's why African kids are so healthy and have a long lifespan. It's the intermittent fasting guys,that is why african kid are so healthy and have a long lifespan. it is the intermittent fasting guy,1685004520.500918,Positive,miscellaneous
295,295,Try vegan! :D,try vegan!,1685004520.502082,Neutral,others
296,296,"Previous videos: “don’t look at my feet you weirdos”

Proceeds to put feet in as much as possible 😛",previous videos: don t look at my foot you weird proceeds to put foot in a much a possible,1685004520.503408,Negative,miscellaneous
297,297,watching this 60h into Fast reminds me how weak-minded people are,watching this 60h into fast reminds me how weak minded people are,1685004520.504617,Negative,miscellaneous
298,298,So what did you do in lieu of eating when you get stressed?,so what did you do in lieu of eating when you get stressed,1685004520.505706,Neutral,miscellaneous
299,299,Welcome to Ramadan,welcome to armada,1685004520.506865,Positive,miscellaneous
300,300,Ramadan,armada,1685004520.508007,Neutral,miscellaneous
301,301,"Just eat when you get really hungry. You can eat even your disliked food when really hungry.
Our body already has a mechanism to tell when to fuel up, but we keep chasing formulas.","just eat when you get really hungry. you can eat even your disliked food when really hungry. our body already ha a mechanism to tell when to fuel up, but we keep chasing formulas.",1685004520.509145,Neutral,miscellaneous
302,302,"I've been doing this for a long time. I just skip breakfast, lunch at 12 o'clock and dinner at 6pm. Just a regular university schedule, wake up late, run to the first morning class and eat whenever there is food in the cafeteria.","i have been doing this for a long time. i just skip breakfast, lunch at 12 of the clock and dinner at 6pm. just a regular university schedule, wake up late, run to the first morning class and eat whenever there is food in the cafeteria.",1685004520.510274,Neutral,miscellaneous
303,303,"I’ve been looking at your channel for exactly this, it’s crazy you posted exactly what I was looking for from you today!!","i ve been looking at your channel for exactly this, it s crazy you posted exactly what i wa looking for from you today!",1685004520.511422,Positive,miscellaneous
304,304,Muslim : yes,muslim : yes,1685004520.512557,Neutral,miscellaneous
305,305,"So the only benefit of fasting is not just calorie reduction. Actually, it decreases insulin. Insulin is a hormone that prevents fat loss. That’s the difference between calorie reduction and fasting. You can reduce your calories but still have high insulin which restricts fat loss. Fasting decreases insulin which in turn opens up the process for fat loss.","so the only benefit of fasting is not just calorie reduction. actually, it decrease insulin. insulin is a hormone that prevents fat loss. that s the difference between calorie reduction and fasting. you can reduce your calorie but still have high insulin which restricts fat loss. fasting decrease insulin which in turn open up the process for fat loss.",1685004520.79506,Positive,miscellaneous
306,306,YEAH! These are the kinds of videos i like!,yeah! these are the kind of video i like!,1685004520.796452,Positive,miscellaneous
307,307,I do around 24 hours only it once a day whatever I want sometime a whole pizza from pizza or dominos,i do around 24 hour only it once a day whatever i want sometime a whole pizza from pizza or domino,1685004520.797607,Neutral,miscellaneous
308,308,"I tried to unsubscribe from your channel, and it's worth","i tried to subscribe from your channel, and it is worth",1685004520.798685,Positive,miscellaneous
309,309,"I've gained about 30 kilos(bulking) during a year with an 16/8 ITF, as long as you eat the necessary nutrients it's not difficult to gain weight.","i have gained about 30 kills(building) during a year with an 16 8 itf, a long a you eat the necessary nutrient it is not difficult to gain weight.",1685004520.799757,Neutral,miscellaneous
310,310,"I know you only did this video to say ""Dr. Panda""",i know you only did this video to say dr. panda,1685004520.800821,Neutral,miscellaneous
311,311,So basically what Muslims have been doing for centuries,so basically what muslim have been doing for century,1685004520.801918,Negative,miscellaneous
312,312,Welcome to Islam,welcome to islam,1685004520.803137,Neutral,miscellaneous
313,313,"I've been doing IF for 3 years now and it's the best damn thing I've ever done! My energy levels are through the roof, I have better focus, my mind works better. Everything is better. I will probably continue doing this for the rest of my life.","i have been doing if for 3 year now and it is the best damn thing i have ever done! my energy level are through the roof, i have better focus, my mind work better. everything is better. i will probably continue doing this for the rest of my life.",1685004520.804244,Positive,miscellaneous
314,314,We do this every year as muslim and its soooo healthy  religious habit hamdoulilah,we do this every year a muslim and it soo healthy religious habit hamdoulilah,1685004520.805308,Neutral,miscellaneous
315,315,Matt your blood pressure is good;) it’s not to high,matt your blood pressure is good ) it s not to high,1685004520.806387,Positive,miscellaneous
316,316,"I’ve been doing 16:8 intermittent fasting for 64 days (as part of the 75 HARD challenge), and I plan to change it to 18:6 when I’m finished with the challenge. But I did some research and I’ll mix it up either with rest days or with longer fasts so my body will need to guess and I won’t plateau. Also, I’ve been walking at least 10.000 steps a day, I’ll add in a few 20.000 steps walks after this.","i ve been doing intermittent fasting for 64 day (as part of the 75 hard challenge), and i plan to change it to 18 when i m finished with the challenge. but i did some research and i ll mix it up either with rest day or with longer fact so my body will need to guess and i won t plateau. also, i ve been walking at least 10.0 step a day, i ll add in a few 20.0 step walk after this.",1685004520.807418,Neutral,miscellaneous
317,317,"Intermittent fasting is exactly the way we Muslim fast during Ramadan. Beside the spiritual benefits it gives, ask any Muslim  around the world how they feel after fasting for the day across a whole month, it's always a magical feeling. The scientist should do more research and get their facts right.","intermittent fasting is exactly the way we muslim fast during armada. beside the spiritual benefit it gives, ask any muslim around the world how they feel after fasting for the day across a whole month, it is always a magical feeling. the scientist should do more research and get their fact right.",1685004520.808559,Positive,miscellaneous
318,318,"Intermittent intermittent fasting will be the next craze, fast every second and then every third day on repeat 😂","intermittent intermittent fasting will be the next craze, fast every second and then every third day on repeat",1685004520.809721,Neutral,miscellaneous
319,319,Ramadan vibes,armada vibe,1685004520.810823,Neutral,others
320,320,"I prefer the term ""time-restricted feeding"" for this strategy. I do prolonged fasting a few times a year for up to 7 days. The nature of a fast of 72+ hours versus 16-18 hours a day is profound. I think this term ""intermittent fasting"" is trying to abrogate the effects of prolonged fasting to itself, but they're very different. Dr. Attia is pointing out in that podcast you played that between when the body runs out of glucose and glycogen for energy, around 18-24 hours, and when you have enough ketone metabolism to replace your daily caloric needs from your body fat, there's a period that lasts 36-48 hours or so where your body is breaking down lean tissue to make sugar to keep the organism running. It's not necessarily muscle or vital organ tissue...at least at first...but a lot of these people doing extremely narrow windows like 22:2 or one-meal-a-day or ""rolling 36s"" are essentially forcing themselves to burn lean tissue day after day after day. 

So a lot of us don't think of time-restricted feeding and intentional fasting as the same practice at all. For me, a real fast begins at 72 hours without calories and builds from there, after the body has entered a state of protein conservation and is getting its full energy requirement from body fat.","i prefer the term time restricted feeding for this strategy. i do prolonged fasting a few time a year for up to 7 days. the nature of a fast of 72+ hour versus 16 18 hour a day is profound. i think this term intermittent fasting is trying to abrogate the effect of prolonged fasting to itself, but they are very different. dr. attic is pointing out in that podcast you played that between when the body run out of glucose and glycogen for energy, around 18 24 hours, and when you have enough ketone metabolism to replace your daily calorie need from your body fat, there is a period that last 36 48 hour or so where your body is breaking down lean tissue to make sugar to keep the organism running. it is not necessarily muscle or vital organ tissue.at least at first.but a lot of these people doing extremely narrow window like or one meal a day or rolling 36s are essentially forcing themselves to burn lean tissue day after day after day. so a lot of u do not think of time restricted feeding and intentional fasting a the same practice at all. for me, a real fast begin at 72 hour without calorie and build from there, after the body ha entered a state of protein conservation and is getting it full energy requirement from body fat.",1685004520.811892,Neutral,miscellaneous
321,321,"just started today, great timing lmao","just started today, great timing lmaz",1685004520.812967,Positive,others
322,322,"Two things that I enjoy about intermittent fasting:
1. Better quality sleep.
2. Food tastes so much more amazing.",two thing that i enjoy about intermittent fasting: 1. better quality sleep. 2. food taste so much more amazing.,1685004520.814034,Positive,miscellaneous
323,323,Why do you have red tape at the bottom of your bananas? Good video though!,why do you have red tape at the bottom of your banana good video though!,1685004520.815154,Neutral,miscellaneous
324,324,"It very muchly does matter WHAT you eat, along with when. Eating sugary processed junk only makes you feel like you're starving when that burst of energy wears off. Fasting works much better if you're paying attention to how you're treating your body when you do eat. Low-processed meats, whole fruits and veggies, and a dose of healthy fats are all excellent fuels. Grains and sugars are not.

""Intermittent fasting may cause cancer"" made me laugh, what an idiotic statement...how does NOT putting something into your body cause cancer??  xD","it very much doe matter what you eat, along with when. eating sugar processed junk only make you feel like you are starving when that burst of energy wear off. fasting work much better if you are paying attention to how you are treating your body when you do eat. low processed meats, whole fruit and veggies, and a dose of healthy fat are all excellent fuels. grain and sugar are not. intermittent fasting may cause cancer made me laugh, what an idiotic statement.how doe not putting something into your body because cancer xd",1685004520.816221,Negative,miscellaneous
325,325,"Yes. There is so much to say about this topic that a clickbait 30-day challenge video without any context could confuse more than it illuminates. Case in point: Dr. Attia being taken out of context in saying that he has been convinced that the benefits of intermittent fasting/time-restricted feeding are just calorie reduction. He does believe that ABOUT TIME-RESTRICTED FEEDING, but that's not to say that he sees no benefit to the practice and is misleading as a summary of his views on fasting for health. Nor is it good reasoning to ""argue from authority"" by citing a popular personality's opinion on the matter without formulating a cogent argument that can be falsified on its own terms.

The point that you make about insulin is vital, because fasting is unique in that it can put you into a state of low blood glucose and low blood insulin at the same time. It's under this condition that your body can become more sensitive to insulin and metabolize fat tissue for energy. There is no cocktail of drugs that can safely mimic this state in someone who is consistently eating. Fasting-mimicking diets and ketogenic diets can improve insulin sensitivity, but without achieving the benefits of protein conservation that set in in a prolonged fast.","yes. there is so much to say about this topic that a clickbait 30 day challenge video without any context could confuse more than it illuminated. case in point: dr. attic being taken out of context in saying that he ha been convinced that the benefit of intermittent fasting time restricted feeding are just calorie reduction. he doe believe that about time restricted feeding, but that is not to say that he see no benefit to the practice and is misleading a a summary of his view on fasting for health. nor is it good reasoning to argue from authority by citing a popular personality's opinion on the matter without formulating a cogent argument that can be falsified on it own terms. the point that you make about insulin is vital, because fasting is unique in that it can put you into a state of low blood glucose and low blood insulin at the same time. it is under this condition that your body can become more sensitive to insulin and metabolite fat tissue for energy. there is no cocktail of drug that can safely mimic this state in someone who is consistently eating. fasting mimicking diet and ketogenic diet can improve insulin sensitivity, but without achieving the benefit of protein conservation that set in in a prolonged fast.",1685004520.966479,Neutral,corrective
326,326,"Great to see 30 day challenge videos come back, but Matt everyone wants to see the 30 day plant based/ vegan challenge,  (also you should do a bicep size control for that one) haha 💪🏽🌱","great to see 30 day challenge video come back, but matt everyone want to see the 30 day plant based vegan challenge, (also you should do a bice size control for that one) haha",1685004521.272067,Positive,miscellaneous
327,327,I personally don't recommend intermittent fasting. It triggered my binge eating.,i personally do not recommend intermittent fasting. it triggered my binge eating.,1685004521.273459,Negative,miscellaneous
328,328,Palki aunty yeah,talk aunt yeah,1685004521.27465,Neutral,others
329,329,Loved the video! I appreciate the non bias take on it!,loved the video! i appreciate the non bias take on it!,1685004521.275769,Positive,others
330,330,"Its just calories in calories out. Its the law of thermodynamics. Fasting is just a method to try and achieve a less caloric intake per day. But if you’re overeating during your window, then yeah IF won’t help at all.","it just calorie in calorie out. it the law of thermodynamics. fasting is just a method to try and achieve a le calorie intake per day. but if you re overheating during your window, then yeah if won t help at all.",1685004521.276951,Negative,miscellaneous
331,331,It really depends on your lifestyle and goals. For me I do a 23 hour fast with 1 1500kcal meal every day!,it really depends on your lifestyle and goals. for me i do a 23 hour fast with 1 1500kcal meal every day!,1685004521.278023,Neutral,miscellaneous
332,332,"""it does not matter what you eat but when you eat"" ... That is the reason of your energy dip. Cut out carbs, up the fats. Fats digest slower than carbs and gives you way more energy per pound of food. If you load up on carbs, you will crash. Refeeding is as important as the not eating.","it doe not matter what you eat but when you eat . that is the reason of your energy dip. cut out cars, up the fats. fat digest slower than car and give you way more energy per pound of food. if you load up on cars, you will crash. referring is a important a the not eating.",1685004521.279123,Negative,miscellaneous
333,333,"Hey I recently discovered you and really like you, but I thought it would be fantastic if you’ve had a podcast weekly or every two weeks.","hey i recently discovered you and really like you, but i thought it would be fantastic if you ve had a podcast weekly or every two weeks.",1685004521.280287,Positive,miscellaneous
334,334,Love the new angle of the video! Super cool that it didn't end up as one-sided content! Thx for u're great content Matt!,love the new angle of the video! super cool that it did not end up a one sided content! thanks for you're great content matt!,1685004521.281462,Positive,others
335,335,"If you try intermittent fasting again, maybe try drinking water as your first beverage in the morning? I know we're all different, but it has helped me tremendously on not relying coffee and has helped me not drink as much coffee throughout the day.","if you try intermittent fasting again, maybe try drinking water a your first beverage in the morning i know we are all different, but it ha helped me tremendously on not relying coffee and ha helped me not drink a much coffee throughout the day.",1685004521.282639,Positive,miscellaneous
336,336,Literally just watched your first video from a few years agonand now seeing this LOL! I just started fasting this week.,literally just watched your first video from a few year anand now seeing this lol! i just started fasting this week.,1685004521.283855,Neutral,miscellaneous
337,337,What about intermittent pooping? 🤣,what about intermittent popping,1685004521.284951,Neutral,miscellaneous
338,338,I was thinking about the 12-16 hour per day thing and I realised that I almost never eat between 7pm and 7am anyway unless I’m having dinner late. So maybe I’m already getting health benefits 😂,i wa thinking about the 12 16 hour per day thing and i realised that i almost never eat between 7pm and 7am anyway unless i m having dinner late. so maybe i m already getting health benefit,1685004521.286013,Neutral,miscellaneous
339,339,In Yoga school they taught us to not eat after sunset... If you do just eat super light.,in yoga school they taught u to not eat after sunset. if you do just eat super light.,1685004521.287153,Neutral,miscellaneous
340,340,"this is interesting but we humans also aren't supposed to be eating on a schedule for that matter. that's why kids eat at inconvienten times for their parents. they still eat intuitive. maybe for a future video? Also why re you allowed to drink (especially coffee) it all enters your digestive system. even more notable, cold water speeds it up","this is interesting but we human also are not supposed to be eating on a schedule for that matter. that is why kid eat at inconvienten time for their parents. they still eat intuitive. maybe for a future video also why re you allowed to drink (especially coffee) it all enters your digestive system. even more notable, cold water speed it up",1685004521.288253,Neutral,miscellaneous
341,341,We all are unique.. I eat meat based diet. It depends upon what I eat.. I t depends upon my eating window time range.  It is different each day.,we all are unique. i eat meat based diet. it depends upon what i eat. i t depends upon my eating window time range. it is different each day.,1685004521.289436,Neutral,miscellaneous
342,342,"Personal Trainer and Nutritionist Here! When working with clients, Intermittent Fasting is a great method for beginners new to nutrition and changing their eating behaviors. Food is complicated, so fasting helps us change our behavior without worrying over the specific details of each food we do eat.

Like Matt covered with Dr. Peter Attia, for fat loss, Intermittent Fasting works because of calorie deficits (eating less calories than your body burns).
-Fasting is easy to stick to and gives relatively good results because your diet will sound like this:

-Can you NOT eat breakfast or your first meal until 4-6 hours after you wake up?
-Can you go on a walk, workout, or do some exercise in that morning?
-Can you try to add 1 extra source of protein during your day after your fast?

These usually cover all the basics of a successful fat loss diet!
-Calorie Reduction
-Exercise
-Protein in your Diet

Instead of Keto, Atkins, or other fad diets, Intermittent Fasting seems to fit into most people's current lifestyles as well. This helps make dieting feel like less of a sacrifice or restriction! Unless you are diabetic and have a need to have stable glucose levels, give fasting a try and you may surprise yourself. Whatever you do find works for you, keep it up! Y'all got this :D","personal trainer and nutritionist here! when working with clients, intermittent fasting is a great method for beginner new to nutrition and changing their eating behaviors. food is complicated, so fasting help u change our behavior without worrying over the specific detail of each food we do eat. like matt covered with dr. peter attic, for fat loss, intermittent fasting work because of calorie deficit (eating le calorie than your body burns). fasting is easy to stick to and give relatively good result because your diet will sound like this: can you not eat breakfast or your first meal until 4 6 hour after you wake up can you go on a walk, workout, or do some exercise in that morning can you try to add 1 extra source of protein during your day after your fast these usually cover all the basic of a successful fat loss diet! calorie reduction exercise protein in your diet instead of veto, watkins, or other fad diets, intermittent fasting seems to fit into most people's current lifestyle a well. this help make editing feel like le of a sacrifice or restriction! unless you are diabetic and have a need to have stable glucose levels, give fasting a try and you may surprise yourself. whatever you do find work for you, keep it up! you all got this",1685004521.290614,Positive,miscellaneous
343,343,It is  really interesting how many habits stay with you after experiment. I think it'll be interesting video to show for long term what is working,it is really interesting how many habit stay with you after experiment. i think it will be interesting video to show for long term what is working,1685004521.291766,Positive,miscellaneous
344,344,I tried it but it didn’t work out so I switched to calorie deficit and weight lifting.,i tried it but it didn t work out so i switched to calorie deficit and weight lifting.,1685004521.292835,Negative,miscellaneous
345,345,Loved this!❤,loved this!,1685004521.294002,Positive,others
346,346,"This is factually inaccurate. In trying to turn nutrition into a thermodynamics problem, you have to ignore pretty much every complexity of biological metabolism. Not all ""calories"" as measured by a calorimeter are metabolized for energy, for one thing. For a second, your basal metabolic rate is responsive to your physical condition, and chronically-underfed people begin to adapt to their low caloric intake by reducing their daily calorie burn in a number of ways. People have heard ""calories in, calories out"" from every expert for 50 years and it has done bugger all to stem the obesity crisis. Maybe it's time to try a bit of nuance to our understanding instead.","this is factually inaccurate. in trying to turn nutrition into a thermodynamics problem, you have to ignore pretty much every complexity of biological metabolism. not all calorie a measured by a calorimeter are metabolite for energy, for one thing. for a second, your basal metabolic rate is responsive to your physical condition, and chronically indeffed people begin to adapt to their low calorie intake by reducing their daily calorie burn in a number of ways. people have heard calorie in, calorie out from every expert for 50 year and it ha done bigger all to stem the obesity crisis. maybe it is time to try a bit of nuance to our understanding instead.",1685004521.453039,Negative,miscellaneous
347,347,How does that meal look brother?,how doe that meal look brother,1685004521.66219,Neutral,interrogative
348,348,"In general, a lot of misinformation in this video, unfortunately","in general, a lot of misinformation in this video, unfortunately",1685004521.838144,Negative,miscellaneous
349,349,"Doing a 20:4 IF was the hardest yet most rewarding thing I've ever done.

Eating window was between 12-4pm everyday with tea and coffee (no milk) in the morning.

IF is what made me not get diabetes in my twenties and I'm always going to be thankful for that.",doing a if wa the hardest yet most rewarding thing i have ever done. eating window wa between 12 4pm everyday with tea and coffee (no milk) in the morning. if is what made me not get diabetes in my twenty and i am always going to be thankful for that.,1685004522.147956,Positive,miscellaneous
350,350,Love the thumbnail.,love the thumbnail.,1685004522.149177,Positive,others
351,351,Muslims have been doing it for ages 😂😂😂 without a theory they are doing in the month of ramzan.that is why this is the true religion after some times they will discover that you should open your fast with a date or water. Please everybody do your research on the Muslim way off fasting and you will find it the one with most benfits,muslim have been doing it for age without a theory they are doing in the month of roman.that is why this is the true religion after some time they will discover that you should open your fast with a date or water. please everybody do your research on the muslim way off fasting and you will find it the one with most benefit,1685004522.150287,Neutral,miscellaneous
352,352,watching along with biscuits at night ☺️,watching along with biscuit at night,1685004522.151384,Neutral,miscellaneous
353,353,"the moment i heard ''if you are a bit like me, you probably are like what the f'' is when i instantly dropped a like. Awesome vid as always!","the moment i heard ''if you are a bit like me, you probably are like what the f'' is when i instantly dropped a like. awesome vid a always!",1685004522.152469,Positive,miscellaneous
354,354,Need link to song starting @10:45,need link to song starting,1685004522.153566,Neutral,imperative
355,355,"Great video Matt, really love your shooting style. Try it to stack with low-carb diet. You experience those energy drops at noon because your blood sugar drops, but if you switch to ketones as a source of energy (very low or 0 carbs) then you don’t have those energy drops. 
Would be glad to watch a video about your experience of such diet and IF together. 

Thank you for your content❤️","great video matt, really love your shooting style. try it to stack with low car diet. you experience those energy drop at noon because your blood sugar drops, but if you switch to ketone a a source of energy (very low or 0 cars) then you don t have those energy drops. would be glad to watch a video about your experience of such diet and if together. thank you for your content",1685004522.15467,Positive,miscellaneous
356,356,"This would never work for me. I don't like being hungry, I work out a lot, very active and I need my energy.","this would never work for me. i do not like being hungry, i work out a lot, very active and i need my energy.",1685004522.155794,Negative,miscellaneous
357,357,"Glad that you tried it again and liked it! I think the 16h fast is more normal in general and this way if you forget that you are fasting/get busy you reach the 18h mark. It gives you a bigger window for 2 good meals packed with protein and everything necessary while it allows you to stop a bit later (so you can have a snack after dinner ). 
There are many different advices out there and I think the worst ones are to always do it, don't give yourself breaks ever (you can take your wedding day off and enjoy it, it won't wreck the planet) or to keep pushing yourself even if you feel weak in the middle of your fast. If you feel bad or unable to keep doing it, take a break and have a snack. Especially for women and our periods we need to listen to our bodies and not force it to fast when we feel like passing out.","glad that you tried it again and liked it! i think the 16h fast is more normal in general and this way if you forget that you are fasting get busy you reach the 18h mark. it give you a bigger window for 2 good meal packed with protein and everything necessary while it allows you to stop a bit later (so you can have a snack after dinner ). there are many different advice out there and i think the worst one are to always do it, do not give yourself break ever (you can take your wedding day off and enjoy it, it will not wreck the planet) or to keep pushing yourself even if you feel weak in the middle of your fast. if you feel bad or unable to keep doing it, take a break and have a snack. especially for woman and our period we need to listen to our body and not force it to fast when we feel like passing out.",1685004522.156958,Neutral,miscellaneous
358,358,That 'what the fuck' at 5:52 was so out of pocket lol,that 'what the fuck' at wa so out of pocket lol,1685004522.158104,Negative,miscellaneous
359,359,I did this when I was about to take my CPA exam and it helped me focus for hours more for some reason.,i did this when i wa about to take my cpa exam and it helped me focus for hour more for some reason.,1685004522.1592,Positive,miscellaneous
360,360,"@matt.davella ~ You've probably already been asked this, but...  You used a Withing blood pressure cuff during the tail-end of the video.  Is that something you'd recommend?  BTW - I love your content and this video especially.  Thank you for your candor, thoroughness, and all you do.   Take care.","att.della you have probably already been asked this, but. you used a within blood pressure cuff during the tail end of the video. is that something you would recommend by the way i love your content and this video especially. thank you for your cantor, thoroughness, and all you do. take care.",1685004522.160313,Positive,corrective
