,Unnamed: 0,original,pre_processed_text,time_parsed,predictions,sentiments
856,856,This is going to replace televisions.. So the price is reasonable,this is going to replace televisions. so the price is reasonable,1686182117.572842,miscellaneous,Positive
857,857,Knowing Apple its going to stay overpriced but maybe some cheaper competitors will come out.,knowing apple it going to stay overpriced but maybe some cheaper competitor will come out.,1686182117.574603,miscellaneous,Neutral
858,858,"I would be more excited if the price point was more like 1500 USD, with a battery life of at least 5 hours in standalone and infinite with multiple power banks (just keep switching and unplugging without interruptions)

Maybe in a couple years, lol.","i would be more excited if the price point wa more like 1500 usd, with a battery life of at least 5 hour in standalone and infinite with multiple power bank (just keep switching and plugging without interruptions) maybe in a couple years, lol.",1686182117.576369,miscellaneous,Positive
859,859,Honestly I'm not seeing how the Vision will become the next Iphone. Difference being need a phone but no one needs VR.,honestly i am not seeing how the vision will become the next iphone. difference being need a phone but no one need vr.,1686182117.578141,miscellaneous,Negative
860,860,I watched this video on my phone on my own in my flat where I live on my own. I often spend hours alone on my iPhone or iPad or watching my smart TV. I don’t think it will make the ‘isolation problem’ any worse. (I also sometimes get my iPhone out and interact with it when I’m out in a real world environment with friends.),i watched this video on my phone on my own in my flat where i live on my own. i often spend hour alone on my iphone or ipad or watching my smart tv. i don t think it will make the isolation problem any worse. (i also sometimes get my iphone out and interact with it when i m out in a real world environment with friends.),1686178517.579941,miscellaneous,Neutral
861,861,"This is a headset not a mobile device, we'll have to wait until they drop Apple Vision Glasses to make this claim","this is a headset not a mobile device, we will have to wait until they drop apple vision glass to make this claim",1686178517.581743,miscellaneous,Neutral
862,862,Let's be honest many here don't have the coin to drop on this kind of device anytime soon. But I'd spend the money to travel to the nearest Apple store and book a demo slot to experience what could be a combination of what's we've seen in many sci-fi movies but in actually reality.,let u be honest many here do not have the coin to drop on this kind of device anytime soon. but i would spend the money to travel to the nearest apple store and book a demo slot to experience what could be a combination of what is we have seen in many sci fi movie but in actually reality.,1686178517.583531,miscellaneous,Neutral
863,863,"Half of the users: watching lewd videos in VR
Apple headset: why are you clicking so fast??",half of the users: watching lead video in vr apple headset: why are you clicking so fast,1686178517.585327,miscellaneous,Neutral
864,864,"I don’t like this at all. It’s just another device that steals your attention to boost your dopamine

https://youtu.be/M2LWcHIyNWQ",i don t like this at all. it s just another device that steal your attention to boost your dopamine https: youtu.be m2lwchiynwq,1686178517.58712,miscellaneous,Negative
865,865,what a bunch of happy horse-shizz,what a bunch of happy horse size,1686178517.58892,others,Neutral
866,866,This is exactly what I’ve been commenting too. Don’t be surprised if in two years we get an iPhone with the suite sensors necessary on the back to be able to take this 3D video on our iPhones. We already have LiDAR.,this is exactly what i ve been commenting too. don t be surprised if in two year we get an iphone with the suite sensor necessary on the back to be able to take this 3d video on our phones. we already have liar.,1686189317.788428,miscellaneous,Neutral
867,867,The fact they haven’t done sh*t to keep their iPhones unique makes me think they won’t,the fact they haven t done sh*t to keep their phone unique make me think they won t,1686210917.792885,miscellaneous,Negative
868,868," @matic8255  Idk stainless steel vs other flagships aluminium and 6m water resistance vs 2m seems pretty unique to me

Especially since my s22 ultra got a bent usb c port from normal usage in 4 months and my 14 pro max doesn’t have a dent at all",attic8255 i do not know stainless steel v other flagship aluminium and 6m water resistance v 2m seems pretty unique to me especially since my s22 ultra got a bent usb c port from normal usage in 4 month and my 14 pro max doesn t have a dent at all,1686210917.794673,miscellaneous,Neutral
869,869," @himynameisryan  and yet apples ipads are infamous for bending when you just look at them the wrong way.

If you want actual innovation, then look at flip phones. There are some that even have a great small display on the outside for basic phone stuff and all. Awesome!","imynameisryan and yet apple pad are infamous for bending when you just look at them the wrong way. if you want actual innovation, then look at flip phones. there are some that even have a great small display on the outside for basic phone stuff and all. awesome!",1686211517.797615,miscellaneous,Positive
870,870,Yeah we saw that 10 years ago with Google Glass. No one wanted it.,yeah we saw that 10 year ago with google glass. no one wanted it.,1686189317.994183,miscellaneous,Negative
871,871, @mokahless  was Google glass that awesome? Can’t remember. I know it got a camera.,okahless wa google glass that awesome can t remember. i know it got a camera.,1686196517.997555,miscellaneous,Neutral
872,872,Anyway there would be realistic AI characters in future and many people may prefer interacting with AI rather than humans,anyway there would be realistic ai character in future and many people may prefer interacting with ai rather than human,1686192918.192921,miscellaneous,Neutral
873,873,​ @VishalWankhedeVRW what a sad future that you envision.,ishalwankhedevrw what a sad future that you envision.,1686200118.196876,miscellaneous,Negative
874,874,It's definitely the future but i dont think it'll be adopted widespread by any means for atleast 5-10years. Especially not at that price point in this economy.,it is definitely the future but i do not think it will be adopted widespread by any mean for atleast 5 10years. especially not at that price point in this economy.,1686178518.452582,miscellaneous,Negative
875,875,Africans will abuse it when its becomes cheaper and most of them will go blind for using vision pro,african will abuse it when it becomes cheaper and most of them will go blind for using vision pro,1686178518.454393,miscellaneous,Negative
876,876,Your forgetting the Meta Quest 3 does both AR/VR us just Apples version of the Quest Pro I'll get the Quest as I can use hand tracking or controllers and it already has AR apps on it already plus there will be new apps for and it's got 500+ apps from October when it gets released yes apple's headset is better but Meta already has a fan base and i canwatch movies on my PSVR2 already I if I wanted to do it in AR I could by N Real glasses look what happened to Google glass and apple next version will be a cut down version of the vision pro and its a Sony display that's being used and it has eye tracking and HDR10 just at 2K and with fannell lenses and that Is really bright so good luck in not going blind I'll get the Meta as I can play GTA when it comes out I'm not sold on this Meta has already popularised this technology to 20 million people,your forgetting the meta quest 3 doe both ar vr u just apple version of the quest pro i will get the quest a i can use hand tracking or controller and it already ha ar apps on it already plus there will be new apps for and it is got 500+ apps from october when it get released yes apple's headset is better but meta already ha a fan base and i canwatch movie on my psv2 already i if i wanted to do it in ar i could by n real glass look what happened to google glass and apple next version will be a cut down version of the vision pro and it a sony display that is being used and it ha eye tracking and hdr10 just at 2k and with funnel lens and that is really bright so good luck in not going blind i will get the meta a i can play gta when it come out i am not sold on this meta ha already popularised this technology to 20 million people,1686178518.456197,miscellaneous,Positive
877,877,"gpt, applie vision pro... 
The future is here.","gt, applied vision pro. the future is here.",1686178518.458017,miscellaneous,Positive
878,878,"Amazing video as always. 

I would simply like to point out, unless I'm mistaken, the actual deliverable nits (through the lenses, etc) will be far less than 5000, around 200-300 nits. Which is still more than most headsets available but is only 100 or so more nits, not 1000's as it is presented here (the comparison is made to the Quest and PSVR2 as 1000's of times better). 

Still, I'm super pumped and can not wait. Possibly a Day One purchase for me!","amazing video a always. i would simply like to point out, unless i am mistaken, the actual deliverable it (through the lenses, etc) will be far le than 50, around 200 300 its. which is still more than most headset available but is only 100 or so more its, not 10's a it is presented here (the comparison is made to the quest and psv2 a 10's of time better). still, i am super pumped and can not wait. possibly a day one purchase for me!",1686178518.459821,miscellaneous,Positive
879,879,Psychedelics is better.,psychedelic is better.,1686178518.461626,miscellaneous,Neutral
880,880,"I love how regular people think they are techies and really don't know shit about shit. Apple is right about this thing, but it'll be more for professionals at the start until the tech gets smaller and cheaper in order to cross the adoption chasm for consumer's daily use.","i love how regular people think they are teach and really do not know shit about shit. apple is right about this thing, but it will be more for professional at the start until the tech get smaller and cheaper in order to cross the adoption chase for consumer's daily use.",1686178518.463417,miscellaneous,Positive
881,881,Most of the people who say it isn’t are either poor and/or not in the US. This is literally the most advanced consumer electronics device in the history of mankind. I’d start saving now.,most of the people who say it isn t are either poor and or not in the us. this is literally the most advanced consumer electronics device in the history of mankind. i d start saving now.,1686178518.465227,miscellaneous,Positive
882,882,This is the first legit AR device looks promising.,this is the first legit ar device look promising.,1686178518.467023,miscellaneous,Positive
883,883,I can’t wait to spend 3500 for p-,i can t wait to spend 3500 for p,1686178518.468822,miscellaneous,Positive
884,884,"I’ll admit, before watching this video, my impression of this thing was, oh boy this is going to be like 3-D TV all over again, the industry pushing tech on us that the public just doesn’t really care about. I think you’re right and I am wrong lol. Now that I have a better idea of the technology stuffed inside this thing and the kind of user experience it provides, I’m pretty damn impressed. Not going to go rushing out to buy one anytime soon but I will be interested in how this product matures over the next couple years","i ll admit, before watching this video, my impression of this thing was, oh boy this is going to be like 3 d tv all over again, the industry pushing tech on u that the public just doesn t really care about. i think you re right and i am wrong lol. now that i have a better idea of the technology stuffed inside this thing and the kind of user experience it provides, i m pretty damn impressed. not going to go rushing out to buy one anytime soon but i will be interested in how this product matures over the next couple year",1686178518.470615,miscellaneous,Positive
885,885,ill wait for the contact lens version.,ill wait for the contact lens version.,1686178518.47241,imperative,Neutral
886,886,"Hmmm. What you are showing it doing isn’t grabbing me. It’s not the cost so much as I don’t see the difference between using that versus a phone or PC justifying the purchase.
I’ll spend that much if it is totally worth it, but having social media in 3D isn’t a ‘grabber,’ so unless it does something new, I’m just not that excited 🤷","hmm. what you are showing it doing isn t grabbing me. it s not the cost so much a i don t see the difference between using that versus a phone or pc justifying the purchase. i ll spend that much if it is totally worth it, but having social medium in 3d isn t a grabbed, so unless it doe something new, i m just not that excited",1686178518.474232,miscellaneous,Negative
887,887,Analytics!,analytics!,1686178518.476016,miscellaneous,Neutral
888,888,If you buy this and don't pay a mortgage you need a serious talking-to 😂😂😂,if you buy this and do not pay a mortgage you need a serious talking to,1686178518.47787,miscellaneous,Negative
889,889,"Will wait for all the de-bugging to be done, improvement to set in and their non-pro version to be released to make up my mind.  Surely will be part of the early adopters.  Incredible reality here.  But again battery life is key.","will wait for all the de begging to be done, improvement to set in and their non pro version to be released to make up my mind. surely will be part of the early adapters. incredible reality here. but again battery life is key.",1686178518.479661,miscellaneous,Positive
890,890,"Cool reactions compilation, thanks!","cool reaction compilation, thanks!",1686178518.481482,others,Positive
891,891,"Watching movies and playing games seems to be ok with this gadget. It looks like fancy gogles and it won't shrink in near future if you consider the newest 5nm technology already has been used. Future will say whather this is real new ""iPhone"". I doubt it.",watching movie and playing game seems to be ok with this gadget. it look like fancy google and it will not shrink in near future if you consider the newest 5nm technology already ha been used. future will say whether this is real new iphone . i doubt it.,1686178518.483331,miscellaneous,Positive
892,892,Can you imagine the potential for 🌽,can you imagine the potential for,1686178518.485155,miscellaneous,Neutral
893,893,no games no buy.. rather use psvr2,no game no buy. rather use psv2,1686178518.486943,others,Neutral
894,894,"Steve Jobs on the iPad: nobody likes a pen so we got rid of it
3 years later: Apple Pen is $300
The same will happen for controllers here",steve job on the ipad: nobody like a pen so we got rid of it 3 year later: apple pen is $300 the same will happen for controller here,1686178518.772296,miscellaneous,Neutral
895,895,its a gimmick,it a gimmick,1686178518.774124,miscellaneous,Neutral
896,896,"The fact that you can transfer what you’re doing on your Mac to a full VR workspace is insane. Instead of having 3 or 5 monitors I can can have one VR space. Imagine what this will do for analysis on data. The tech on phones has already reached its limit, this is the future. Imagine seating court side for a basketball game or having a cinema sized TV in your living room, or experiencing nature for those that are disabled. The possibilities with this thing are endless","the fact that you can transfer what you re doing on your mac to a full vr workspace is insane. instead of having 3 or 5 monitor i can can have one vr space. imagine what this will do for analysis on data. the tech on phone ha already reached it limit, this is the future. imagine seating court side for a basketball game or having a cinema sized tv in your living room, or experiencing nature for those that are disabled. the possibility with this thing are endless",1686178518.775918,miscellaneous,Positive
897,897,"My question is: How much is the stand? Remember their computer display stand, a piece of folded aluminum for $1,000.","my question is: how much is the stand remember their computer display stand, a piece of folded aluminum for $1,0.",1686178518.777725,miscellaneous,Neutral
898,898,"What happens the first time you drop it? $3500 out the window?

And I still don’t believe I won’t have a headache and/or motion sickness after an hour.",what happens the first time you drop it $3500 out the window and i still don t believe i won t have a headache and or motion sickness after an hour.,1686178518.779515,miscellaneous,Negative
899,899,"meh, way too expensive to get willingly trapped in Apple's walled garden of ""no software"".","meh, way too expensive to get willingly trapped in apple's walled garden of no software .",1686178518.781317,miscellaneous,Negative
900,900,"I look forward to the cheaper, plastic version of this. The iPhone 5c of the Vision","i look forward to the cheaper, plastic version of this. the iphone 5c of the vision",1686178518.78311,miscellaneous,Positive
901,901,3500 dollars to look like an idiot and doing tasks you can do since forever.,3500 dollar to look like an idiot and doing task you can do since forever.,1686178518.784916,miscellaneous,Negative
902,902,"For the skeptics out there, keep in mind this apple we’re talking about. They didn’t become the most valuable company in existence by making shit product.","for the skeptic out there, keep in mind this apple we re talking about. they didn t become the most valuable company in existence by making shit product.",1686178518.786704,miscellaneous,Negative
903,903,I would definitely pay $3500 because of that quality. I want to play VRMMO. It was my dream since 2012,i would definitely pay $3500 because of that quality. i want to play promo. it wa my dream since 2012,1686178518.788495,miscellaneous,Positive
904,904,More products of alienation are not the way.,more product of alienation are not the way.,1686178518.790288,miscellaneous,Negative
905,905,"Please be wrong. World will look so stupid if you're right. Like remember last time, Jobs showed a glorified PDA and couple of years later we have smartphone zombies roaming the streets...","please be wrong. world will look so stupid if you are right. like remember last time, job showed a glorified pda and couple of year later we have smartphone zombie roaming the streets.",1686178518.792075,miscellaneous,Negative
906,906,"Big Tech has been frantically working on consumer level AI, meanwhile Apple wants to sell you $3500 ski goggles","big tech ha been practically working on consumer level ai, meanwhile apple want to sell you $3500 ski goggles",1686178518.793873,miscellaneous,Neutral
907,907,Coldfusion should also add thrillseeker to his list of VR/AR sources,confusion should also add thrillseeker to his list of vr ar source,1686178518.79565,imperative,Neutral
908,908,"I’m sure the technology itself is astounding. But the apparatus is just too big and bulky. When Apple and others are able to make the eyewear much smaller, I’ll be truly amazed.","i m sure the technology itself is astounding. but the apparatus is just too big and bulky. when apple and others are able to make the eyewear much smaller, i ll be truly amazed.",1686178518.797445,miscellaneous,Positive
909,909,Ok hear me out VR 3d recorded  🍆 🍑,ok hear me out vr 3d recorded,1686178518.799256,others,Neutral
910,910,And people who have to wear prescription glasses?,and people who have to wear prescription glass,1686178518.801052,miscellaneous,Negative
911,911,Im not gonna wear that thing!!!,i am not going to wear that thing!,1686178518.802835,miscellaneous,Negative
912,912,"You're not considering how Apple tech was limited to AR, they didn't demo anything like VR. Spinning the crown just shows you a background, its not a interactive world. 

The device isn't out yet, and you're not curious why Tim cook gave a demo to ABC (non-tech host) of all possible reviewers.","you are not considering how apple tech wa limited to ar, they did not demo anything like vr. spinning the crown just show you a background, it not a interactive world. the device is not out yet, and you are not curious why tim cook gave a demo to abc (non tech host) of all possible reviewers.",1686178518.804637,corrective,Negative
913,913,"3500USD, I'd rather have an ultra high end gaming PC personally","3500usd, i would rather have an ultra high end gaming pc personally",1686189318.986755,miscellaneous,Neutral
914,914, @FrozenDung  You can have a good gaming pc for 2k with a huge monitor and then 500 for a media streaming computer with plex and a large monitor and a few dozen of the best games created. You literally have to be braindead to buy this to consume media. But that's apple users. Oh and you can install whatever OS you want on it tv having to use apples dogshit OS,rozendung you can have a good gaming pc for 2k with a huge monitor and then 500 for a medium streaming computer with alex and a large monitor and a few dozen of the best game created. you literally have to be branded to buy this to consume media. but that is apple users. oh and you can install whatever o you want on it tv having to use apple dogshit o,1686192918.991234,miscellaneous,Positive
915,915,the clickbait news channel? nah man i wouldn't lol,the clickbait news channel nah man i would not lol,1686178519.198642,miscellaneous,Negative
916,916,yes you will :),yes you will :),1686178519.384532,miscellaneous,Positive
917,917,good review,good review,1686178519.659181,others,Positive
918,918,"The problem with the VP is the size. It's a product for work/entertainment at home. I mean of course you could also wear that big headset in public but I wouldn't. That said, I like tech that goes into this direction. Hopefully Google brings some iteration of the Focals out in the next years.","the problem with the vp is the size. it is a product for work entertainment at home. i mean of course you could also wear that big headset in public but i would not. that said, i like tech that go into this direction. hopefully google brings some iteration of the vocal out in the next years.",1686178519.66101,miscellaneous,Neutral
919,919,I wonder what it will do to our eyes/ sight over time!,i wonder what it will do to our eye sight over time!,1686178519.662811,miscellaneous,Neutral
920,920,"Yep, we are going to more enforced to Apple Ecosystem with this, one step closer to cyberpunk dystopia, guys!","yep, we are going to more enforced to apple ecosystem with this, one step closer to cyberpunk dystopian, guys!",1686178519.664615,miscellaneous,Positive
921,921,We are clearly living the back story to the movie “Ready Player One”,we are clearly living the back story to the movie ready player one,1686178519.666411,miscellaneous,Neutral
922,922,"People looking down on their phones wasn’t enough, now they are gona walk around with AR displays. Nice, can’t wait for the funny videos lol","people looking down on their phone wasn t enough, now they are gone walk around with ar displays. nice, can t wait for the funny video lol",1686178519.668194,miscellaneous,Positive
923,923,"As a developer of amazing apps, we are excited on this innovation, eager to order headsets for development.","a a developer of amazing apps, we are excited on this innovation, eager to order headset for development.",1686178519.669997,miscellaneous,Positive
924,924,Lol I don’t want this to be my next iPhone…,lol i don t want this to be my next iphone,1686178519.671792,miscellaneous,Negative
925,925,"Extremely skeptical.  Price, weight, battery, convenience of carry, but most importantly, what is the true benefit over just using a phone?  It seems like a nifty gimmick, and with the other problems, it just seems too early.","extremely skeptical. price, weight, battery, convenience of carry, but most importantly, what is the true benefit over just using a phone it seems like a nifty gimmick, and with the other problems, it just seems too early.",1686178519.673596,miscellaneous,Negative
926,926,VR going main stream is nonsense. As a trend it might go up and die down although become more socially acceptable. The portability of a headset will never match a phone and the usability of headset will confer in day to day life will never be substantially more necessary than what you can do with a phone.,vr going main stream is nonsense. a a trend it might go up and die down although become more socially acceptable. the portability of a headset will never match a phone and the usability of headset will confer in day to day life will never be substantially more necessary than what you can do with a phone.,1686178519.675385,miscellaneous,Negative
927,927,"I will pass because I like reality and as long as I am still a biological human, this is not going to be the main point of my life.","i will pas because i like reality and a long a i am still a biological human, this is not going to be the main point of my life.",1686178519.677186,miscellaneous,Neutral
928,928,"Great content as always and great to see Marques.  His take was also excellent.  That said, I do not see this being the next iPhone as it will never be a ‘take with me everywhere’ device ie you’re not going to take it to the pub, on vacation or use in the car.  Home office and home entertainment absolutely and I agree that it’s one step closer to complete isolation","great content a always and great to see marques. his take wa also excellent. that said, i do not see this being the next iphone a it will never be a take with me everywhere device ie you re not going to take it to the pub, on vacation or use in the car. home office and home entertainment absolutely and i agree that it s one step closer to complete isolation",1686178519.678976,miscellaneous,Positive
929,929,"Same as first airPod at launch, people make fun of it laughing about it make a memes about it so now it is everywhere. This product has a lot of potential the developers and users feedback will guide it‘s future in the next generation to come like an Apple Watch that start from just a watch to a health tracking.","same a first aired at launch, people make fun of it laughing about it make a meme about it so now it is everywhere. this product ha a lot of potential the developer and user feedback will guide it s future in the next generation to come like an apple watch that start from just a watch to a health tracking.",1686178519.680781,miscellaneous,Positive
930,930,"The Apple Vision Pro is undeniably shaping the future of computing. As a first-generation product, it has already surpassed competitors in the realm of spatial augmented reality, evident from its PRO designation usually reserved for later iterations. Although the current version may be bulky, as the technology continues to advance, these goggles will eventually transform into regular vision spectacles with ten times the power. They will become accessible to a wider audience, no longer limited to the wealthy, and will be worn by people in their everyday lives for both work and play.","the apple vision pro is undeniably shaping the future of computing. a a first generation product, it ha already surpassed competitor in the realm of spatial augmented reality, evident from it pro designation usually reserved for later iterations. although the current version may be bulky, a the technology continues to advance, these goggles will eventually transform into regular vision spectacle with ten time the power. they will become accessible to a wider audience, no longer limited to the wealthy, and will be worn by people in their everyday life for both work and play.",1686178519.68257,miscellaneous,Positive
931,931,"I would think the ability to control the device just by moving your eyes would be a huge accessibility breakthrough for people who are paralyzed and/or cannot speak, such as those with ALS, the condition Stephen Hawking had. This combined with really good predictive text using generative AI could help somebody be just as communicative and productive as an able-bodied person. Amazing","i would think the ability to control the device just by moving your eye would be a huge accessibility breakthrough for people who are paralyzed and or cannot speak, such a those with als, the condition stephen hacking had. this combined with really good predictive text using generative ai could help somebody be just a communicative and productive a an able bodied person. amazing",1686178519.684356,miscellaneous,Positive
932,932,We are unwittingly constructing the Matrix>,we are unwittingly constructing the matrix,1686178519.686159,miscellaneous,Neutral
933,933,You gotta use the Hashtag AD when you post stuff like this,you got to use the hashtag ad when you post stuff like this,1686178519.687949,miscellaneous,Neutral
934,934,"calling it, this is not gonna be the new iPhone. Only the media and content creators want this to be a thing. 
Wear this thing for two hours then tell me those 3.5k were so worth it.","calling it, this is not going to be the new iphone. only the medium and content creator want this to be a thing. wear this thing for two hour then tell me those 3.5k were so worth it.",1686178519.689755,miscellaneous,Neutral
935,935,I suppose if you can connect your other devices to it like your pc or playstation you could just do away with monitors and TVs.,i suppose if you can connect your other device to it like your pc or playstation you could just do away with monitor and tvs.,1686178519.691542,miscellaneous,Neutral
936,936,Wait until Uncle Elon masters the neuralink and that gets integrated.,wait until uncle elon master the neuralink and that get integrated.,1686178519.693342,miscellaneous,Neutral
937,937,"Influencers hyping a product?  I'm shocked, SHOCKED!! >_>  Now even ColdFusion is pumping the product without even testing it.  Did Apples check clear?","influencers hoping a product i am shocked, shocked! now even confusion is pumping the product without even testing it. did apple check clear",1686178519.965511,miscellaneous,Negative
938,938,"Needs about 7 or 8 more years before I'm interested. Fix the power problem, integrate it with android, and I'm in","need about 7 or 8 more year before i am interested. fix the power problem, integrate it with android, and i am in",1686178519.96733,miscellaneous,Positive
939,939,"I tend to agree with the isolation concern but also see this as a positive for certain segments of an aging population. In another 10-15 years I expect my mobility to decline from aging (I’m 75) so having access to a device like this in my final abode will actually provide me with an array of virtual experiences to keep my mind active. I enjoy travelling but during the two years of being pretty much grounded during COVID I discovered YouTube walks through many cities and riding buses through others. This gave me some replacement for my wanderlust until I could get back onto a plane. This device will ensure I will be able to continue experiencing travel even when I’m confined to a (god forbid) a nursing home! And by the time I’ll need such a device (not an early adopter) these will have come down in price and bulkiness…and I’ll have collected enough in dividends from my Apple stock to pay for it and the content. As I won’t need a TV screen to watch movies, that will be a savings too. Pretty sure we boomers are a large enough potential market in the future, and we do have the money to pay for it.","i tend to agree with the isolation concern but also see this a a positive for certain segment of an aging population. in another 10 15 year i expect my mobility to decline from aging (i m 75) so having access to a device like this in my final abode will actually provide me with an array of virtual experience to keep my mind active. i enjoy travelling but during the two year of being pretty much grounded during covid i discovered youtube walk through many city and riding bus through others. this gave me some replacement for my wanderlust until i could get back onto a plane. this device will ensure i will be able to continue experiencing travel even when i m confined to a (god forbid) a nursing home! and by the time i ll need such a device (not an early adopted) these will have come down in price and business and i ll have collected enough in dividend from my apple stock to pay for it and the content. a i won t need a tv screen to watch movies, that will be a saving too. pretty sure we boomer are a large enough potential market in the future, and we do have the money to pay for it.",1686178519.969156,miscellaneous,Positive
940,940,Apple = Commie shit-hole = 🤮🤮🤮,apple commit shit hole,1686178519.970989,others,Negative
941,941,"Give it a couple of decades... and Apply Eyes will be on the market.

Need newer better eyes!  For 10,000 it can be yours.  Reality as you wish to see it before it even hits your optic nerves!

:D","give it a couple of decades. and apply eye will be on the market. need newer better eyes! for 10,0 it can be yours. reality a you wish to see it before it even hit your optic nerves!",1686178519.972799,miscellaneous,Neutral
942,942,"I think you are right in the regard what Apple aims at with this product. It seems really well executed and able to start this revolution. The social outlook is promising and frightening at the same time: It shows you the world around you in perfect quality - but it can also add in or hide whatever it shall do. A perfect start to take less care about the real world, because you can hide or alter anything to be likeable - and differently for any person passing through. You can live in a perfect world - and get to a Matrix 1 moment when you take the device off your head... On the other hand it offers the most immersive way of playing and constructiing, if its aided with robotic actuators, that make haptic feedback believable. Like building a snowman with your bare hands. Okay, maybe that's a too far stretch. But setting up a virtual table with virtual objects that you can actually touch could be possible. What I like is the apple typical quality of the user experience, what I don't like is the apple typical restriction to shallow executed apps. Maybe that changes with this new type of devices. I see all over the world is a brutal lack of nerdy programmers that build new software suites just because they can. Our school and financial/social system is a desaster in that regard.","i think you are right in the regard what apple aim at with this product. it seems really well executed and able to start this revolution. the social outlook is promising and frightening at the same time: it show you the world around you in perfect quality but it can also add in or hide whatever it shall do. a perfect start to take le care about the real world, because you can hide or alter anything to be liable and differently for any person passing through. you can live in a perfect world and get to a matrix 1 moment when you take the device off your head. on the other hand it offer the most immersive way of playing and constructing, if it aided with robotic actuators, that make tactic feedback believable. like building a showman with your bare hands. okay, maybe that is a too far stretch. but setting up a virtual table with virtual object that you can actually touch could be possible. what i like is the apple typical quality of the user experience, what i do not like is the apple typical restriction to shallow executed apps. maybe that change with this new type of devices. i see all over the world is a brutal lack of needy programmer that build new software suite just because they can. our school and financial social system is a disaster in that regard.",1686178519.974587,miscellaneous,Positive
943,943,"About the cost -a CEO could buy a set of these for every member of his team, and every member of a takeover candidate's team, for the price of one trip on private jet, and it couldn't be tracked like the jet, saving a billion in takeover costs!
It is cheaper to get two of these, than to buy two tickets to a Taylor Swift concert.  And the daughter could see the concert with her friends but not have her friends know she is watching with her Mom or Dad (uncool).

All these superior experiences and more, and it costs the same as a very good portable computer, and it IS A VERY GOOD PORTABLE COMPUTER!","about the cost a ceo could buy a set of these for every member of his team, and every member of a takeover candidate's team, for the price of one trip on private jet, and it could not be tracked like the jet, saving a billion in takeover costs! it is cheaper to get two of these, than to buy two ticket to a taylor swift concert. and the daughter could see the concert with her friend but not have her friend know she is watching with her mom or dad (cool). all these superior experience and more, and it cost the same a a very good portable computer, and it is a very good portable computer!",1686178519.976392,miscellaneous,Positive
944,944,"@3:35 ""the price makes more sense."" $3,500 for 2hrs? You cannot justify the price. You smoking crack","the price make more sense. $3,500 for 2hrs you cannot justify the price. you smoking crack",1686178519.978186,miscellaneous,Negative
945,945,"Nice tech demonstration and that's it. $3500 for couch surfing googles .. thanks, maybe after 5th iteration.","nice tech demonstration and that is it. $3500 for couch surfing google . thanks, maybe after 5th iteration.",1686178519.97997,others,Positive
946,946,"4 versions down the line, I see this being a game changer in terms of having a multi screen desktop environment to go. If you look at it from that perspective. 4K isn’t that crazy.","4 version down the line, i see this being a game changer in term of having a multi screen desktop environment to go. if you look at it from that perspective. 4k isn t that crazy.",1686178519.981762,miscellaneous,Positive
947,947,"I won't buy this, but I think this is great and it might improve future products","i will not buy this, but i think this is great and it might improve future product",1686178519.983544,miscellaneous,Positive
948,948,This is what Meta wanted to do but failed to achieve!,this is what meta wanted to do but failed to achieve!,1686178519.985345,miscellaneous,Negative
949,949,Everyone that’s complaining about the battery life talks as if they’re going to take the headset across the world. You’ll be right there in your living room near an outlet. Plug up….,everyone that s complaining about the battery life talk a if they re going to take the headset across the world. you ll be right there in your living room near an outlet. plug up .,1686178519.987129,miscellaneous,Negative
950,950,Keep this video and check again in two years time.,keep this video and check again in two year time.,1686178519.988922,miscellaneous,Neutral
951,951,TURN DOWN THE GAIN!!!!,turn down the gain!,1686178519.990704,miscellaneous,Neutral
952,952,"Lol, just because few youtubers praised it cold fusion thinks it's revolutionary. While every piece of tech in Apple vision is something we have seen before. So disappointing cold fusion!!","lol, just because few youtube praised it cold fusion think it is revolutionary. while every piece of tech in apple vision is something we have seen before. so disappointing cold fusion!",1686178519.992505,miscellaneous,Negative
953,953,"Personally I think the market will end up back where Google glass was but when the tech allows this quality level on a pair of glasses (cord or no cord).

Here's the thing apple has ALWAYS DONE WELL . They take existing tech and either combine it OR make it more user friendly.
The iPod, iPhone, even the original apple PC, there was never new tech just simply a ""very user friendly"" version to help people understand the tech better and of course then ""want it"".
So time will tell, as headsets are a huge problem weight wise on the head, but they have clearly made a huge effort on this with back of head brace...
Be interesting to see how it goes.","personally i think the market will end up back where google glass wa but when the tech allows this quality level on a pair of glass (cord or no cord). here is the thing apple ha always done well . they take existing tech and either combine it or make it more user friendly. the ipod, iphone, even the original apple pc, there wa never new tech just simply a very user friendly version to help people understand the tech better and of course then want it . so time will tell, a headset are a huge problem weight wise on the head, but they have clearly made a huge effort on this with back of head brace. be interesting to see how it goes.",1686178519.994306,miscellaneous,Positive
954,954,This is something that you can't use secretly. Like in class or in an emergency situation.,this is something that you cannot use secretly. like in class or in an emergency situation.,1686178519.996085,miscellaneous,Negative
