,Unnamed: 0,original,pre_processed_text,time_parsed,sentiments,predictions
1392,1392,Yea I think they're using the 7A to trial the new sensors to see if it was a good decision or not,yea i think they are using the 7a to trial the new sensor to see if it wa a good decision or not,1684385684.78017,Neutral,miscellaneous
1393,1393," @Kyle Castellino  Yeah, agreed. This year is going to be exciting for Pixels","yle castellino yeah, agreed. this year is going to be exciting for pixel",1684385684.784632,Positive,miscellaneous
1394,1394, @DiamondMaster115  fr man. I have the 7 pro and am loving it. Unfortunately I have to get a replacement cause the charging port got loose but I'm getting a replacement at no extra cost 🗿,iamondmaster115 fr man. i have the 7 pro and am loving it. unfortunately i have to get a replacement because the charging port got loose but i am getting a replacement at no extra cost,1684385684.786394,Positive,miscellaneous
1395,1395,"I don't think so. All the new sensors on this 7a are smaller than those on the 7. Adding to that is slightly higher resolution, which means a lot less light captured. That's why phone manufacturers keep increasing sensor size, not decreasing it.","i do not think so. all the new sensor on this 7a are smaller than those on the 7. adding to that is slightly higher resolution, which mean a lot le light captured. that is why phone manufacturer keep increasing sensor size, not decreasing it.",1684385684.78813,Neutral,miscellaneous
1396,1396,"I read somewhere the the 8 pro will have a 0.9 inch / 1 inch sensor

Something that can get 2.5 times more light than the 7a at a minimum",i read somewhere the the 8 pro will have a 0.9 inch 1 inch sensor something that can get 2.5 time more light than the 7a at a minimum,1684385684.789881,Neutral,miscellaneous
1397,1397, @Morgoth Bauglir  that'll be good. Hopefully I get a sensor the size of my hand when I get the pixel 12 pro or smth ☠️,forgot bauglir that will be good. hopefully i get a sensor the size of my hand when i get the pixel 12 pro or smith,1684385684.79164,Positive,miscellaneous
1398,1398,The Pixel 6a looks better. Got mine for $299,the pixel 6a look better. got mine for $299,1683780885.229786,Positive,miscellaneous
1399,1399,"I guess the leaks were too justifiable, eh? 😂😂","i guess the leak were too justifiable, eh",1683780885.231571,Neutral,miscellaneous
1400,1400,"We saw Sean Evans, you ain't slick.","we saw sean evans, you are not slick.",1683780885.233326,Negative,miscellaneous
1401,1401,I never liked the camera design of the Pixel series.,i never liked the camera design of the pixel series.,1683780885.235062,Negative,miscellaneous
1402,1402,"Looks like all the rest,  oblong plastic slab.","look like all the rest, oblong plastic slab.",1683780885.236895,Neutral,miscellaneous
1403,1403,"At that price, this phone is DOA","at that price, this phone is doa",1683780885.238638,Neutral,miscellaneous
1404,1404,7.5 watts wireless charging lmao. like around 3 hours to charge fully maybe? Is wireless charging with a turtle charging speed really neccessary?,7.5 watt wireless charging lmaz. like around 3 hour to charge fully maybe is wireless charging with a turtle charging speed really necessary,1683780885.240397,Neutral,miscellaneous
1405,1405,Трудно оценявате достъпа.,.,1683780885.24214,Neutral,miscellaneous
1406,1406,Is that a new MKBHD keyboard?? (Besides Marques),is that a new kbd keyboard (besides marques),1683780885.243878,Neutral,miscellaneous
1407,1407,"In Australia 7a is $749, the same price when the 6a first on the market.","in australia 7a is $749, the same price when the 6a first on the market.",1683780885.245633,Neutral,miscellaneous
1408,1408,8pro ftw,8pro ftw,1683780885.247374,Neutral,miscellaneous
1409,1409,So that's a Linus picture cameo and a Sean Evans cameo?!?.....Did I miss any other cameos?,so that is a link picture cameo and a sean evans cameo ! .did i miss any other cameo,1683780885.24913,Neutral,miscellaneous
1410,1410,Still waiting for that Pixel tablet!!!,still waiting for that pixel tablet!,1683780885.250869,Neutral,miscellaneous
1411,1411,those bezels look awful .....,those level look awful .,1683780885.252622,Negative,miscellaneous
1412,1412,Pixel 7a! ❤,pixel 7a!,1683780885.254377,Neutral,miscellaneous
1413,1413,"😂 who else noticed Marques almost dropped the phone at 2:29 😂😂. And as a result almost lost his train of thought. 

Yeah.. I'm a weirdo  😅",who else noticed marque almost dropped the phone at . and a a result almost lost his train of thought. yeah. i am a weird,1683780885.256176,Negative,miscellaneous
1414,1414,A dracula parrot Easter egg? My hopes: 📈,a dracula parrot easter egg my hopes:,1683780885.257945,Neutral,miscellaneous
1415,1415,6:11 so it took Marques at most 5 days to get this video ready alongside the other Google vids. Dude is on the grind,so it took marque at most 5 day to get this video ready alongside the other google kids. dude is on the grind,1683780885.25969,Neutral,miscellaneous
1416,1416,Can you just shut up already about the wireless charging?No one except you cares for that crap,can you just shut up already about the wireless charging no one except you care for that crap,1683780885.261439,Negative,miscellaneous
1417,1417,"Whenever i turn my 6 pro from 120 to 60 hz, it definitely does NOT feel like 60hz.","whenever i turn my 6 pro from 120 to 60 hz, it definitely doe not feel like 60hz.",1683780885.26317,Neutral,miscellaneous
1418,1418,"This is only $100 away from an iPhone 13 and you can also get an S22  which has par cameras, a better CPU, screen and signal reception (tensor sucks with signal) at $500USD, I think it's a tough sale.","this is only $100 away from an iphone 13 and you can also get an s22 which ha par cameras, a better cpu, screen and signal reception (tensor suck with signal) at $500usd, i think it is a tough sale.",1683780885.594688,Positive,miscellaneous
1419,1419,"About the ""no macro mode"":
I have the Pixel 7 Pro (which I love) and I was stoked for the macro mode when I got it. However, after using it for several months now, I definitely more often than not turn the macro mode off and take a close-up shot with the normal camera! It's still great and the depth of field just looks awesome. In some occasions I of course still use the macro mode. But my point is that it is really not as big of an addition as I thought when I got the phone! So if the P7A camera is in any way similar to the normal P7P camera, I'd say it's really no issue at all that it doesn't have the macro mode :)

(For context, I'm a plant lover, so 90% of my closeup shots are plants. Having a cool depth effect there is definitely nicer for me than the little bit of distance I gain with the macro mode.)","about the no macro mode : i have the pixel 7 pro (which i love) and i wa stored for the macro mode when i got it. however, after using it for several month now, i definitely more often than not turn the macro mode off and take a close up shot with the normal camera! it is still great and the depth of field just look awesome. in some occasion i of course still use the macro mode. but my point is that it is really not a big of an addition a i thought when i got the phone! so if the p7a camera is in any way similar to the normal p7p camera, i would say it is really no issue at all that it doe not have the macro mode :) (for context, i am a plant lover, so 90% of my closeup shot are plants. having a cool depth effect there is definitely nicer for me than the little bit of distance i gain with the macro mode.)",1683780885.596462,Positive,miscellaneous
1420,1420,"About a month ago, I bought my pixel 7 to replace my cracked and aged 6 pro. Like you, I had a VERY hard time with my 6 pro, but your video convinced me to give the 7 a shot  I saw the writing on the wall with the Google store listing the 7 for 449$, and figured a new phone was gonna drop. Sure enough. Ended up buying it outright and trading my 6 pro back for 300$, so 150$ for a new phone. Needless to say, I'm not disappointed at all, especially seeing the 7 went back up to 599...","about a month ago, i bought my pixel 7 to replace my cracked and aged 6 pro. like you, i had a very hard time with my 6 pro, but your video convinced me to give the 7 a shot i saw the writing on the wall with the google store listing the 7 for 449$, and figured a new phone wa going to drop. sure enough. ended up buying it outright and trading my 6 pro back for 300$, so 150$ for a new phone. needle to say, i am not disappointed at all, especially seeing the 7 went back up to 599.",1683780885.598213,Positive,miscellaneous
1421,1421,Wait.. does that pic mean you're going back on Hot Ones???,wait. doe that pic mean you are going back on hot one,1683780885.599954,Neutral,miscellaneous
1422,1422,That midrange is still equivalent to my 4 month salary 😂,that mirage is still equivalent to my 4 month salary,1683780885.601722,Neutral,miscellaneous
1423,1423,Where is face unlock google!!??? My 6 pro still doesn't have a feature my old OP7T had.....,where is face unlock google! my 6 pro still doe not have a feature my old op7t had.,1683780885.603461,Negative,miscellaneous
1424,1424,"Love the Pixel phones, but can't figure out Google's business model. Who's gonna buy the 7a? Not anyone who owns anything after a Pixel 5a, unless they just like that ugly Coral color (""Burnt Flamingo""). The Pixel 8 leaks have sounded interesting, but it wasn't covered today at the IO event. Soooo, guess I'm 6a guy for a while.","love the pixel phones, but cannot figure out google's business model. who is going to buy the 7a not anyone who owns anything after a pixel 5a, unless they just like that ugly coral color ( burnt flamingo ). the pixel 8 leak have sounded interesting, but it wa not covered today at the io event. soo, guess i am 6a guy for a while.",1683780885.605213,Positive,miscellaneous
1425,1425,"Whats the actual purpose of Pixel 7a?
Just making older phones like Pixel 7 and Pixel 6a more exciting and affordable to buy! At the end of the sales figure matters right? I guess Google will be happier with Pixel 7a's impact to the consumers.",what is the actual purpose of pixel 7a just making older phone like pixel 7 and pixel 6a more exciting and affordable to buy! at the end of the sale figure matter right i guess google will be happier with pixel 7a's impact to the consumers.,1683780885.606953,Positive,miscellaneous
1426,1426,This one is the blue colour??? Didn't realise it until you mentioned it!!!,this one is the blue colour did not realise it until you mentioned it!,1683780885.608705,Neutral,miscellaneous
1427,1427,HOT ONES SNEAK PEAK LET'S GO,hot one sneak peak let u go,1683780885.610446,Neutral,imperative
1428,1428,It's still funny to see that plastic back is considered a downgrade when it's 1000x better than glass,it is still funny to see that plastic back is considered a downgraded when it is 10x better than glass,1683780885.612183,Neutral,miscellaneous
1429,1429,Compare it to Samsung a54 please,compare it to samsung a54 please,1683780885.613928,Neutral,miscellaneous
1430,1430,Que bordas horrendas,que border horrendas,1683780885.61566,Neutral,miscellaneous
1431,1431,Pixel devices will be taking over and I like that. Samsung need a lil fire under its *ss,pixel device will be taking over and i like that. samsung need a lil fire under it *ss,1683780885.617409,Positive,miscellaneous
1432,1432,"""Is it better than the Droid Incredible?""   -   ""Wellllllllllllllllll, not really but it takes pictures better than your eyes can see!""","is it better than the droid incredible well, not really but it take picture better than your eye can see!",1683780885.619147,Positive,miscellaneous
1433,1433,"Leaks. Well, at least you can't google it.
Oh wait..","leaks. well, at least you cannot google it. oh wait.",1683780885.620899,Negative,corrective
1434,1434,"For only 128GB, I find it expensive.","for only 128gb, i find it expensive.",1683780885.622634,Negative,miscellaneous
1435,1435,"It makes me laugh that their budget phone now has (in terms of megapixels) the better main camera. I know it comes down to more than that, but it's still amusing to me. Does that mean the 8 series will see *at least* a 64MP main sensor?","it make me laugh that their budget phone now ha (in term of megapixel) the better main camera. i know it come down to more than that, but it is still amusing to me. doe that mean the 8 series will see *at least* a 64mp main sensor",1683780885.624378,Positive,miscellaneous
1436,1436,"Speaking of google being bad at keeping secrets, my store got several of the phones and a demo unit to play with two days before today's event","speaking of google being bad at keeping secrets, my store got several of the phone and a demo unit to play with two day before today's event",1683780885.626131,Negative,miscellaneous
1437,1437,For me personally plastic back is a HUGE upgrade over the “premium” model,for me personally plastic back is a huge upgrade over the premium model,1683780885.627866,Positive,miscellaneous
1438,1438,"Interesting take! I got a great deal on a Pixel 7 (which was an awesome upgrade for me! ) yet I still think I miss the 7 Pro's zoom lens! We have lots of wildlife and birds at The Ranch, to say nothing of beautiful sunrises! And a zoom beyond the 8x seems like it would be very handy for photos of distant coyotes, deer, skunks(!), eagles, etc. 🤠✌️😎","interesting take! i got a great deal on a pixel 7 (which wa an awesome upgrade for me! ) yet i still think i miss the 7 pro's zoom lens! we have lot of wildlife and bird at the ranch, to say nothing of beautiful sunrise! and a zoom beyond the 8x seems like it would be very handy for photo of distant coyotes, deer, skunk(!), eagles, etc.",1683780885.933317,Positive,miscellaneous
1439,1439, @M. Gustafson  yeah the zoom is indeed very nice to have!,. gustafson yeah the zoom is indeed very nice to have!,1684385685.937743,Positive,miscellaneous
1440,1440,This spec and price bump really has me thinking that we're gonna have a fairly significant spec and price bump for the Pixel 8 series,this spec and price bump really ha me thinking that we are going to have a fairly significant spec and price bump for the pixel 8 series,1683780886.275212,Positive,miscellaneous
1441,1441,Will GrapheneOS support this phone?,will graphene support this phone,1683780886.276975,Positive,interrogative
1442,1442,90hz and wireless alone justify the price increase,90hz and wireless alone justify the price increase,1683780886.278711,Neutral,miscellaneous
1443,1443,Average at best  😂 Godfather Kev,average at best godfather kev,1683780886.280465,Neutral,others
1444,1444,"7A is not a bad phone at all. Problem is that it makes the 6A and the 7 much more appealing based on pricing. If you're really not seeing a reason for $500, go to the 6A and it still punches above a lot of other mid rangers. Or if you do go to $500, chances are that the 7 proper will be on sale at that price or sometimes lower. It's not a bad phone, but not worth it with the current lineup.","7a is not a bad phone at all. problem is that it make the 6a and the 7 much more appealing based on pricing. if you are really not seeing a reason for $500, go to the 6a and it still punch above a lot of other mid rangers. or if you do go to $500, chance are that the 7 proper will be on sale at that price or sometimes lower. it is not a bad phone, but not worth it with the current lineup.",1683780886.282202,Positive,miscellaneous
1445,1445,"Just spend a bit more and get a iPhone 13 mini on offer, best phone in the world","just spend a bit more and get a iphone 13 mini on offer, best phone in the world",1683780886.283944,Positive,miscellaneous
1446,1446,Did anyone else notice the Hot Ones peak?,did anyone else notice the hot one peak,1683780886.285693,Neutral,miscellaneous
1447,1447,"I think part of the problem with the Pixel's A phones bumping up so close to the standard one is just the release timing. I really think they need to start releasing the A phones at the same time as the others. Then it makes way more sense and sales will align more to continually maintain a price disparity between the two (rather than a $500 A phone vs a $500 standard phone on sale). As it stands, the standard phone is always halfway through its cycle and is pretty much always on significant sales, so the $100 price difference is misleading - they'll be the same price. On top of that, even the Pro phones get significant discounts at this point in the lifecycle (you can find the 128 GB Pixel 7 Pro for just $650 USD at Best Buy as of writing this comment) so you're really only getting ""savings"" if you're specifically buying from the Google Store. If they released at the same time though, you might see sales on all three simultaneously - so something like $350 - $400 for the A, $500 for the standard, and $650 for the Pro. As it stands, the A phones feel like they don't really have a place in the lineup when they release.

I assume they specifically don't do this in order to avoid cannibalizing the more expensive phones when they're in their prime window and to get a mid-year sales bump, but to me it feels so bizarre to have this mid-lifecycle release of the smaller, lower price Pixel rather than having it be with the others.","i think part of the problem with the pixel's a phone bumping up so close to the standard one is just the release timing. i really think they need to start releasing the a phone at the same time a the others. then it make way more sense and sale will align more to continually maintain a price disparity between the two (rather than a $500 a phone v a $500 standard phone on sale). a it stands, the standard phone is always halfway through it cycle and is pretty much always on significant sales, so the $100 price difference is misleading they will be the same price. on top of that, even the pro phone get significant discount at this point in the lifecycle (you can find the 128 gb pixel 7 pro for just $650 usd at best buy a of writing this comment) so you are really only getting saving if you are specifically buying from the google store. if they released at the same time though, you might see sale on all three simultaneously so something like $350 $400 for the a, $500 for the standard, and $650 for the pro. a it stands, the a phone feel like they do not really have a place in the lineup when they release. i assume they specifically do not do this in order to avoid cannibalizing the more expensive phone when they are in their prime window and to get a mid year sale bump, but to me it feel so bizarre to have this mid lifecycle release of the smaller, lower price pixel rather than having it be with the others.",1683780886.287431,Neutral,miscellaneous
1448,1448,$500 for 2017 tech...,$500 for 2017 tech.,1683780886.289175,Neutral,miscellaneous
1449,1449,Selfie with Sean Evans! Another Hot Ones episode coming up? 🤔,selfie with sean evans! another hot one episode coming up,1683780886.291048,Positive,others
1450,1450,"The 6a is the perfect size for me.  The 7a is acceptable and the 7 is too big.  Phone size is one of those things where you go from fine to deal breaker quite quickly and the edge is very subjective.  If everything in the 7a was the same, but the outer dimensions matched the 6a it would be a no brainer.  I have pre-ordered every Pixel A and the 6a is my fav phone all time so I will still get it, but I don't think I will buy 3 of them like the 6a.  Besides only snow and charcoal are decent colors.  I still don't care about wireless charging.","the 6a is the perfect size for me. the 7a is acceptable and the 7 is too big. phone size is one of those thing where you go from fine to deal breaker quite quickly and the edge is very subjective. if everything in the 7a wa the same, but the outer dimension matched the 6a it would be a no brainer. i have pre ordered every pixel a and the 6a is my far phone all time so i will still get it, but i do not think i will buy 3 of them like the 6a. besides only snow and charcoal are decent colors. i still do not care about wireless charging.",1683780886.292807,Positive,miscellaneous
1451,1451,"We already know the answer, but did you try if it supports USB-C DP Alt Mode?","we already know the answer, but did you try if it support usb c dp alt mode",1683780886.294546,Neutral,miscellaneous
1452,1452,"1:36 

How is it funny that 90 hz refresh rate is not automatically turned on? Literally EVERY phone comes with standard refresh rate, and then you can change it to a higher hz refresh rate if you want to

Pretty dumb comment dude","how is it funny that 90 hz refresh rate is not automatically turned on literally every phone come with standard refresh rate, and then you can change it to a higher hz refresh rate if you want to pretty dumb comment dude",1683780886.296303,Negative,miscellaneous
1453,1453,"I thought Google also promises 5 years of support, though specifically referring security updates, not version updates.","i thought google also promise 5 year of support, though specifically referring security updates, not version updates.",1683780886.298047,Neutral,corrective
1454,1454,That subtle look towards Thomas’ helmet when describing the look of the back of the phone… I see you 😎,that subtle look towards thomas helmet when describing the look of the back of the phone i see you,1683780886.299798,Neutral,miscellaneous
1455,1455,"So it is a pixel 7, but worse? For the same price. Most useless phone of the year award?","so it is a pixel 7, but worse for the same price. most useless phone of the year award",1683780886.30155,Negative,miscellaneous
1456,1456,I thought he was holding the white one lol 😅,i thought he wa holding the white one lol,1683780886.303298,Neutral,miscellaneous
1457,1457,I paid $479 for my Pixel 7… so this is the bargain version for more?,i paid $479 for my pixel 7 so this is the bargain version for more,1683780886.305048,Neutral,miscellaneous
1458,1458,"The Most Excitements is, Pixel 7a using Ultra Wide 0.5x much wider than before (0.6x on Pixel 7 and 0.7x on Pixel 6)","the most excitement is, pixel 7a using ultra wide 0.5x much wider than before (0.6x on pixel 7 and 0.7x on pixel 6)",1683780886.30678,Positive,miscellaneous
1459,1459,This Vs a54 🙏🏾,this v a54,1683780886.308538,Neutral,miscellaneous
1460,1460,"Yep, I'm leaning towards the 6A. It's cheaper, lightweight, fast enough, decent photos , four years of security updates. Hard to beat at the current price!","yep, i am leaning towards the 6a. it is cheaper, lightweight, fast enough, decent photo , four year of security updates. hard to beat at the current price!",1683780886.515581,Positive,miscellaneous
1461,1461,7a and 6a are literally the same size,7a and 6a are literally the same size,1684385686.728428,Neutral,miscellaneous
1462,1462,not really as other pixel phones had it on by default,not really a other pixel phone had it on by default,1684385686.966223,Neutral,miscellaneous
1463,1463,Google Pixel 7A or Samsung Galaxy A54 😅 ?,google pixel 7a or samsung galaxy a54,1683780887.304085,Neutral,miscellaneous
1464,1464,3 to 4 hours of SOT is god awful. I get this in my old ass pixel 4a battery,3 to 4 hour of sot is god awful. i get this in my old as pixel 4a battery,1683780887.305862,Negative,miscellaneous
1465,1465,No headphone jack so I just simply don't care. I've tried phones without it and it's just a miserable experience constantly having to deal with the jank of a dongle. I guess my Pixel 4A will be the last!,no headphone jack so i just simply do not care. i have tried phone without it and it is just a miserable experience constantly having to deal with the rank of a double. i guess my pixel 4a will be the last!,1683780887.307606,Negative,miscellaneous
1466,1466,18 W charging? A joke?,18 w charging a joke,1683780887.309367,Negative,miscellaneous
1467,1467,The pixel 7a is worth 350$ tops,the pixel 7a is worth 350$ top,1683780887.311106,Neutral,miscellaneous
1468,1468,its the pixel 4 all over again 😂,it the pixel 4 all over again,1683780887.312873,Neutral,miscellaneous
1469,1469,i've had good battery life with 4a and 5a... Since Tensor...what is google doing to bring battery life better?? The packs are way bigger nowadays... But that should mean longer lasting not juice to burn ...?,i have had good battery life with 4a and 5a. since tensor.what is google doing to bring battery life better the pack are way bigger nowadays. but that should mean longer lasting not juice to burn .,1683780887.314614,Positive,miscellaneous
1470,1470,I think no one outside the USA cares about wireless charging as much as you do haha. 😅,i think no one outside the usa care about wireless charging a much a you do haha.,1683780887.316367,Neutral,miscellaneous
1471,1471,So should we be worried using their products?,so should we be worried using their product,1683780887.31812,Neutral,miscellaneous
1472,1472,The Pixel 7 was just 450$ on the google store. Not sure why you'd get this over that,the pixel 7 wa just 450$ on the google store. not sure why you would get this over that,1683780887.319859,Neutral,miscellaneous
1473,1473,"Hoping for a Pixel 8 Pro Mini. Well, not really hoping, just dreaming.","hoping for a pixel 8 pro mini. well, not really hoping, just dreaming.",1683780887.321615,Positive,miscellaneous
1474,1474,I don't see the point of buying Pixel 7a when Pixel 7 it'd constantly on sale for 500 USD. Maybe if the Pixel 7a is on sale for 400 USD it would make sense.,i do not see the point of buying pixel 7a when pixel 7 it would constantly on sale for 500 usd. maybe if the pixel 7a is on sale for 400 usd it would make sense.,1683780887.323356,Negative,miscellaneous
1475,1475,I'm still rocking a 4a with an actual fingerprint reader on the back (the correct position) and a headphone port and I would try to buy another one of those if/when mine dies.,i am still rocking a 4a with an actual fingerprint reader on the back (the correct position) and a headphone port and i would try to buy another one of those if when mine dies.,1683780887.325119,Positive,miscellaneous
1476,1476,HOT ONES INTERVIEW???!!!,hot one interview !,1683780887.326861,Neutral,others
1477,1477,"Google, please bring back the pixel 4a size","google, please bring back the pixel 4a size",1683780887.328615,Neutral,imperative
1478,1478,i have had my pixel 4a since it came out and i think it is finally time to upgrade,i have had my pixel 4a since it came out and i think it is finally time to upgrade,1683780887.330358,Positive,miscellaneous
1479,1479,"I managed to snag the Pixel 7 for just $350 a couple weeks ago and it feels like a steal, especially hearing that the 7a is barely cheaper.","i managed to snag the pixel 7 for just $350 a couple week ago and it feel like a steal, especially hearing that the 7a is barely cheaper.",1683780887.332096,Positive,miscellaneous
1480,1480,What's that weather app. Looks cool,what is that weather app. look cool,1683780887.333848,Positive,interrogative
1481,1481,At least they don't treat their user data any worse tgan their own confidential data,at least they do not treat their user data any worse than their own confidential data,1683780887.335593,Negative,miscellaneous
1482,1482,New hot ones episode coming?? 8:28 😁,new hot one episode coming,1683780887.337368,Neutral,others
1483,1483,"I'm in the same boat, still love the 4a. So lightweight and small... It seems the only alternative would be the expensive Samsung S23 in terms of size.... Keep in mind that the 4a will only get security updates for a few more months. Buying a new one won't solve the lack of security updates unfortunately.","i am in the same boat, still love the 4a. so lightweight and small. it seems the only alternative would be the expensive samsung s23 in term of size. keep in mind that the 4a will only get security update for a few more months. buying a new one will not solve the lack of security update unfortunately.",1683780887.575964,Positive,miscellaneous
1484,1484,Yup Google is absolutely rubbish at keeping secrets!,yup google is absolutely rubbish at keeping secrets!,1683780888.006961,Negative,miscellaneous
1485,1485,looks like this Q's release was all a bit meh,look like this q's release wa all a bit meh,1683780888.008723,Neutral,miscellaneous
1486,1486,New MKBHD hot ones coming soon!!!!!!!! 8:30,new kbd hot one coming soon!,1683780888.010467,Positive,others
1487,1487,Plastic back is better than glass im sick of glass backs my last 3 phones i smashed the back only,plastic back is better than glass i am sick of glass back my last 3 phone i smashed the back only,1683780888.012204,Negative,miscellaneous
1488,1488,Just get the Poco F5 or F5 pro if you have a chance 😀😀😀,just get the poco f5 or f5 pro if you have a chance,1683780888.013997,Neutral,miscellaneous
1489,1489,I think that Ubisoft is the worst of keep secrets,i think that ubisoft is the worst of keep secret,1683780888.015733,Negative,miscellaneous
1490,1490,"If this leaks without intention, I wonder what their data sharing and internal protections are and are they enough...? idk. The camera is good for the majority of users not focused on creating or having major social presence. So worth it for the avg person. Thanks 4 the work from you n ur studio team.

--Lauren
PS. The skin looks nice. Also, which ai assistant are you preferring these days? n' why? You definitely mentioned google's and I've seen discussions on the chat engines. A deeper dive could be cool if possible. Maybe not for this channel though, maybe a podcast?","if this leak without intention, i wonder what their data sharing and internal protection are and are they enough. i do not know. the camera is good for the majority of user not focused on creating or having major social presence. so worth it for the average person. thanks 4 the work from you n you are studio team. lauren ps. the skin look nice. also, which ai assistant are you preferring these day n' why you definitely mentioned google's and i have seen discussion on the chat engines. a deeper dive could be cool if possible. maybe not for this channel though, maybe a podcast",1683780888.017492,Positive,miscellaneous
1491,1491,MKBHD DOING ANOTHER HOT ONES INTERVIEW???,kbd doing another hot one interview,1683780888.019224,Neutral,miscellaneous
1492,1492,"I cant wait for the 7a to be like, 300  at Best Buy in a few months","i cannot wait for the 7a to be like, 300 at best buy in a few month",1683780888.02097,Positive,miscellaneous
1493,1493,The back of my pixel 6 cracked so I'm getting the red one next month 😎,the back of my pixel 6 cracked so i am getting the red one next month,1683780888.022721,Neutral,miscellaneous
1494,1494,"$499 is perfect but if they increase the price next year to $549, The A series wont be as appealing anymore","$499 is perfect but if they increase the price next year to $549, the a series will not be a appealing anymore",1683780888.024469,Neutral,miscellaneous
1495,1495,"I have the 6A where I was promised amazing on board text to speech. It works terribly, disabled it. Don't need wireless charging. Don't need a 90 Hz screen. New cameras are nice. Needs a headphone jack.","i have the 6a where i wa promised amazing on board text to speech. it work terribly, disabled it. do not need wireless charging. do not need a 90 hz screen. new camera are nice. need a headphone jack.",1683780888.026208,Negative,miscellaneous
1496,1496,I love the back ground look 😍👌.,i love the back ground look .,1683780888.027978,Positive,miscellaneous
1497,1497,These are OK phones and i type this with a Samsung that is all,these are ok phone and i type this with a samsung that is all,1683780888.029725,Positive,miscellaneous
1498,1498,6:43 he thought he could slide in a Linus meme face desk pad and us not notice,he thought he could slide in a link meme face desk pad and u not notice,1683780888.033274,Neutral,miscellaneous
1499,1499,Finalyyy,finally,1683780888.035009,Positive,miscellaneous
1500,1500,6:41 is legit the best part of the video 😅,is legit the best part of the video,1683780888.036778,Positive,miscellaneous
1501,1501,6:33 i see those triceps 💪,i see those try,1683780888.038543,Neutral,miscellaneous
1502,1502,"For 500, this phone still seems like an absolute steal. I'm still on a 9+ and this may be my next phone","for 500, this phone still seems like an absolute steal. i am still on a 9+ and this may be my next phone",1683780888.040348,Neutral,miscellaneous
1503,1503,64MP Sensor bins down to 16MP every time and there is no way to take 64MP from the Google Camera ⁉️⁉️⁉️,64mp sensor bin down to 16mp every time and there is no way to take 64mp from the google camera,1683780888.419548,Negative,miscellaneous
1504,1504,I will definitely Buy the pixel 10,i will definitely buy the pixel 10,1683780888.421312,Positive,miscellaneous
1505,1505,"4:04 Look at the back ""it's still very much looks like Pixel""❤",look at the back it is still very much look like pixel,1683780888.423066,Neutral,miscellaneous
1506,1506,8:28 is that Sean Evans? Are you gonna do another episode of Hot Ones?,is that sean evans are you going to do another episode of hot one,1683780888.424816,Neutral,miscellaneous
1507,1507,yo that bread iphone case tho 😂🔥,yo that bread iphone case though,1683780888.426574,Neutral,miscellaneous
1508,1508,itll probably decrease in price by like 150 bucks in like 6 months.,it will probably decrease in price by like 150 buck in like 6 months.,1683780888.428309,Neutral,miscellaneous
1509,1509,Yeah just get the regular pixel 7….7a should have been 440.,yeah just get the regular pixel 7 .7a should have been 440.,1683780888.430055,Neutral,miscellaneous
1510,1510,"I returned the 7, got a 6a, and was much happier. The 7 feels very large and is top-heavy with the camera visor. The 7a should be a good upgrade for that reason.","i returned the 7, got a 6a, and wa much happier. the 7 feel very large and is top heavy with the camera visor. the 7a should be a good upgrade for that reason.",1683780888.431789,Positive,miscellaneous
1511,1511,90hz display 😂. The a53 from laat year has 120hz display. Smh,90hz display . the a53 from last year ha 120hz display. smh,1683780888.433548,Neutral,miscellaneous
1512,1512,new Hot Ones?,new hot one,1683780888.435278,Positive,others
1513,1513,I have the 6A - would it be worth upgrading?  (I know that's a loaded question 😜),i have the 6a would it be worth upgrading (i know that is a loaded question ),1683780888.437042,Neutral,miscellaneous
1514,1514,Leaks are karma for Google. Because privacy. You know.,leak are karma for google. because privacy. you know.,1683780888.438769,Neutral,miscellaneous
1515,1515,Still not upgrading my Pixel 3a,still not upgrading my pixel 3a,1683780888.440569,Negative,miscellaneous
1516,1516,Give me plastic on the back over glass any day,give me plastic on the back over glass any day,1683780888.442312,Negative,miscellaneous
1517,1517,"thanks for this massive review, I will wait for 8A","thanks for this massive review, i will wait for 8a",1683780888.44405,Positive,miscellaneous
1518,1518,Ehhhhh that ugly fat bezels,eh that ugly fat level,1683780888.445806,Negative,miscellaneous
1519,1519,6:41 linus? Is that you?,link is that you,1683780888.447549,Neutral,miscellaneous
1520,1520,Sweet in the middle😊,sweet in the middle,1683780888.449312,Neutral,miscellaneous
1521,1521,I got my Pixel 7 for 420€. That's around 450 Freedom Bucks. Really great deal for a really great phone. Would easily recommend to everyone at this price point.,i got my pixel 7 for 420 . that is around 450 freedom bucks. really great deal for a really great phone. would easily recommend to everyone at this price point.,1683780888.451043,Positive,miscellaneous
1522,1522,"I used to think there's no phone other than iPhones, turns out I'm so wrong. There's just something about the Pixel phones. Gorgeous!","i used to think there is no phone other than phones, turn out i am so wrong. there is just something about the pixel phones. gorgeous!",1683780888.452795,Positive,miscellaneous
1523,1523,That moment when the 7A almost fell off MKBHD's hand 😅...Jeez that was close !,that moment when the 7a almost fell off kbd's hand .jeep that wa close !,1683780888.792516,Neutral,miscellaneous
